"CURRENT.BUILDING.EVAL.SCORE","PROPERTY.TYPE","YEAR.BUILT","CONFIRMED.UNITS","CONFIRMED.STOREYS","BUILDING.CLEANLINESS","BUILDING.EXTERIOR","COMMON.AREA.PESTS"
72,"PRIVATE",1923,32,4,2,1,3
75,"PRIVATE",1923,32,4,2,2,3
88,"PRIVATE",1920,12,5,3,2,3
100,"PRIVATE",1930,20,4,3,3,3
91,"PRIVATE",1957,36,6,3,1,3
90,"PRIVATE",1970,55,6,3,2,3
87,"PRIVATE",1963,49,4,3,2,2
86,"PRIVATE",1965,75,7,3,2,3
90,"PRIVATE",1950,28,3,2,2,3
83,"PRIVATE",1967,42,6,3,3,3
71,"TCHC",1957,30,4,1,1,3
77,"TCHC",1957,30,4,3,1,3
98,"PRIVATE",1966,148,24,3,3,3
100,"PRIVATE",1966,148,24,3,3,3
85,"PRIVATE",1955,26,4,3,2,3
96,"PRIVATE",1955,26,4,3,3,3
92,"SOCIAL HOUSING",2005,52,8,2,2,3
93,"SOCIAL HOUSING",2005,52,8,2,2,3
75,"PRIVATE",1880,13,3,3,1,3
81,"PRIVATE",1965,231,19,2,2,1
76,"PRIVATE",1967,279,14,3,2,3
77,"PRIVATE",1967,279,14,2,1,3
97,"PRIVATE",1976,327,17,3,2,3
99,"PRIVATE",2021,246,24,3,3,3
100,"PRIVATE",2021,246,24,3,3,3
98,"PRIVATE",2021,333,31,3,3,3
100,"PRIVATE",2021,333,31,3,3,3
67,"PRIVATE",1918,13,4,1,1,3
74,"PRIVATE",1918,13,3,2,1,3
76,"PRIVATE",1918,13,3,2,1,3
81,"PRIVATE",1938,33,4,3,1,3
89,"PRIVATE",1959,29,3,3,2,3
90,"PRIVATE",1960,34,5,3,1,3
78,"PRIVATE",1955,39,4,3,2,3
83,"PRIVATE",1955,39,4,2,2,3
99,"PRIVATE",1969,129,11,3,3,3
93,"PRIVATE",1969,129,11,3,3,3
80,"TCHC",1990,50,8,2,3,3
81,"PRIVATE",2003,103,10,2,1,3
89,"PRIVATE",1970,525,13,3,3,3
95,"PRIVATE",1970,525,13,3,2,3
82,"PRIVATE",1969,365,19,2,2,3
89,"PRIVATE",1973,141,15,1,1,3
95,"PRIVATE",1973,141,15,3,3,3
89,"PRIVATE",1972,234,20,2,1,3
99,"PRIVATE",1967,139,18,3,3,3
84,"PRIVATE",1965,214,28,2,3,3
91,"PRIVATE",1965,214,28,3,3,3
73,"PRIVATE",1967,231,18,3,3,2
97,"PRIVATE",1967,231,18,3,3,3
84,"PRIVATE",1951,12,4,2,2,3
89,"PRIVATE",1951,12,4,3,3,3
86,"PRIVATE",1957,90,4,3,2,3
87,"SOCIAL HOUSING",1992,111,8,1,3,3
98,"SOCIAL HOUSING",1992,111,8,3,2,3
70,"TCHC",2006,54,3,1,1,3
83,"TCHC",2006,54,3,3,2,3
96,"TCHC",1961,25,3,2,3,3
96,"TCHC",1961,25,3,3,3,3
89,"SOCIAL HOUSING",1950,25,3,3,2,3
93,"SOCIAL HOUSING",1950,25,3,3,2,3
86,"PRIVATE",1953,14,4,3,2,3
93,"PRIVATE",1953,14,4,3,1,3
100,"PRIVATE",1960,67,7,3,3,3
80,"PRIVATE",1910,10,3,1,1,3
77,"PRIVATE",1910,32,3,3,1,3
91,"PRIVATE",1920,48,4,3,2,3
81,"PRIVATE",1963,128,10,3,1,3
78,"SOCIAL HOUSING",1876,26,3,1,1,3
96,"PRIVATE",1934,48,4,3,3,3
100,"PRIVATE",1934,48,4,3,3,3
89,"PRIVATE",1934,48,4,3,3,3
79,"SOCIAL HOUSING",2008,112,11,3,3,3
98,"PRIVATE",1967,95,14,3,3,3
80,"PRIVATE",1977,300,30,1,1,3
91,"PRIVATE",1977,300,30,3,3,3
97,"PRIVATE",1978,292,30,3,3,3
98,"PRIVATE",2018,369,43,3,3,3
82,"PRIVATE",1978,514,30,1,1,3
82,"PRIVATE",1978,514,30,2,2,3
70,"PRIVATE",1950,34,4,3,1,3
87,"PRIVATE",1950,34,4,2,2,3
90,"PRIVATE",1966,68,7,3,2,3
91,"PRIVATE",1930,23,3,3,3,3
99,"PRIVATE",1930,23,3,3,3,3
93,"PRIVATE",1930,26,3,3,3,3
88,"PRIVATE",1930,26,3,3,2,2
99,"PRIVATE",1930,26,3,3,3,3
85,"PRIVATE",1930,27,3,2,2,2
99,"PRIVATE",1930,27,3,3,3,3
81,"PRIVATE",1940,17,3,3,2,3
93,"PRIVATE",1963,49,4,3,3,3
86,"PRIVATE",1957,26,3,3,2,3
90,"PRIVATE",1957,26,3,3,1,3
90,"PRIVATE",1957,25,3,3,2,3
74,"TCHC",1993,51,4,3,2,3
89,"TCHC",1993,51,4,3,2,3
98,"PRIVATE",1952,16,3,3,2,3
91,"PRIVATE",2013,179,8,2,2,3
85,"TCHC",2014,128,8,2,3,3
86,"PRIVATE",1955,44,8,3,2,3
73,"TCHC",1969,183,42,2,1,3
85,"TCHC",1969,183,42,2,2,3
79,"PRIVATE",1965,92,7,2,1,3
94,"PRIVATE",1965,92,7,2,2,3
64,"PRIVATE",1958,26,4,1,1,3
94,"PRIVATE",1967,142,18,3,2,3
95,"PRIVATE",1967,142,18,3,3,3
98,"PRIVATE",1973,540,36,3,2,3
98,"PRIVATE",1973,540,36,3,3,3
93,"PRIVATE",1974,416,31,3,2,3
99,"PRIVATE",1974,416,31,3,2,3
88,"TCHC",1979,350,19,3,2,3
97,"TCHC",1979,350,19,3,2,3
94,"TCHC",1979,128,13,3,2,3
85,"PRIVATE",1974,310,22,1,2,2
96,"PRIVATE",1974,310,22,3,2,3
90,"TCHC",1962,255,19,2,3,3
91,"PRIVATE",1969,255,16,2,3,3
88,"PRIVATE",1955,44,9,3,2,3
92,"PRIVATE",1930,18,3,3,2,3
82,"PRIVATE",1930,21,3,2,2,3
89,"PRIVATE",1930,21,3,2,3,3
93,"PRIVATE",1955,80,8,3,2,3
96,"PRIVATE",1955,80,8,3,3,3
92,"PRIVATE",1955,47,4,3,3,3
96,"PRIVATE",1955,47,4,3,2,3
94,"PRIVATE",1955,50,4,3,2,3
96,"PRIVATE",1955,50,4,3,3,3
76,"PRIVATE",1967,147,14,1,2,2
46,"SOCIAL HOUSING",1992,13,4,0,3,0
81,"SOCIAL HOUSING",1992,13,4,2,1,3
88,"TCHC",1979,275,12,3,2,3
87,"PRIVATE",1960,17,3,3,3,3
88,"PRIVATE",1960,17,3,3,2,3
86,"PRIVATE",1961,48,4,3,3,3
98,"PRIVATE",1961,48,4,3,3,3
92,"SOCIAL HOUSING",1982,174,10,3,3,3
94,"SOCIAL HOUSING",1982,174,10,3,3,3
89,"TCHC",1979,189,5,3,2,3
90,"TCHC",1979,189,5,3,2,3
69,"PRIVATE",1895,11,4,1,1,3
96,"PRIVATE",1955,32,3,3,2,3
92,"PRIVATE",1965,230,16,3,3,3
97,"PRIVATE",1965,230,16,3,3,3
97,"PRIVATE",1968,243,17,3,2,3
97,"PRIVATE",1957,52,3,3,3,3
99,"PRIVATE",1957,52,3,3,3,3
86,"PRIVATE",1960,45,5,3,3,3
98,"PRIVATE",1960,45,5,3,1,3
97,"PRIVATE",1958,44,4,3,3,3
95,"PRIVATE",1958,50,4,3,2,3
96,"PRIVATE",1958,50,4,3,3,3
93,"PRIVATE",1961,58,7,3,3,3
94,"PRIVATE",1958,50,4,3,2,3
96,"PRIVATE",1958,50,4,3,3,3
86,"PRIVATE",1955,35,4,1,1,3
87,"PRIVATE",1957,23,4,1,2,3
95,"PRIVATE",1957,23,4,3,3,3
91,"PRIVATE",1957,21,4,3,3,3
96,"PRIVATE",1957,21,4,3,3,3
97,"PRIVATE",1963,113,9,3,2,3
96,"PRIVATE",1963,113,9,3,2,3
92,"PRIVATE",1962,111,13,3,2,3
96,"PRIVATE",1962,111,13,3,3,3
95,"PRIVATE",1963,113,9,3,2,3
97,"PRIVATE",1962,101,12,3,3,3
99,"PRIVATE",1962,101,12,3,3,3
76,"PRIVATE",1950,20,3,1,1,3
98,"PRIVATE",1960,64,3,3,3,3
90,"PRIVATE",1960,64,3,3,2,3
78,"PRIVATE",1960,39,3,2,2,3
94,"PRIVATE",1960,39,3,3,1,3
96,"PRIVATE",1964,128,13,3,2,3
93,"PRIVATE",1940,17,3,2,3,3
91,"PRIVATE",1965,18,3,3,2,3
94,"PRIVATE",1965,18,3,3,3,3
94,"TCHC",1969,323,11,2,2,3
94,"TCHC",1969,323,11,3,2,3
92,"SOCIAL HOUSING",1983,77,10,2,2,3
82,"TCHC",1964,299,16,1,1,3
93,"TCHC",1964,299,16,2,3,3
80,"TCHC",1964,300,15,2,2,3
78,"TCHC",1964,300,15,1,1,3
85,"TCHC",1964,300,16,3,2,3
92,"PRIVATE",2008,264,12,3,2,3
91,"PRIVATE",1920,16,4,2,2,3
91,"PRIVATE",1920,16,4,2,2,3
91,"PRIVATE",1978,133,9,3,2,2
95,"PRIVATE",1978,88,9,3,3,3
84,"PRIVATE",1978,153,9,2,2,1
92,"PRIVATE",1978,153,9,2,2,3
92,"TCHC",1991,53,12,3,2,3
70,"PRIVATE",1957,10,3,2,3,3
85,"PRIVATE",1952,12,3,2,2,2
94,"PRIVATE",1952,12,3,3,1,3
86,"PRIVATE",1958,40,4,2,2,3
86,"PRIVATE",1958,40,4,3,2,3
85,"PRIVATE",1960,60,4,3,1,3
92,"PRIVATE",2019,301,27,3,3,3
98,"PRIVATE",2019,301,27,3,3,3
100,"PRIVATE",2021,440,26,3,3,3
89,"PRIVATE",1930,17,3,3,1,3
78,"PRIVATE",1948,26,3,2,2,3
74,"PRIVATE",1948,26,3,1,1,3
88,"TCHC",1989,12,4,3,1,3
97,"TCHC",1989,12,4,3,1,3
58,"PRIVATE",1890,11,3,1,1,3
77,"PRIVATE",1890,11,3,1,1,3
85,"PRIVATE",1896,12,4,3,1,3
90,"PRIVATE",1907,17,3,3,2,3
90,"PRIVATE",1907,17,3,3,3,3
95,"PRIVATE",2019,82,6,2,3,3
99,"PRIVATE",2019,82,6,3,3,3
88,"PRIVATE",1974,38,5,3,2,3
85,"PRIVATE",1969,128,9,2,2,3
93,"PRIVATE",1969,128,9,2,3,3
85,"PRIVATE",1970,293,24,2,2,3
84,"PRIVATE",1971,324,29,2,1,3
95,"PRIVATE",1971,324,29,3,3,3
81,"PRIVATE",1923,37,3,3,2,3
99,"PRIVATE",1923,37,3,3,3,3
86,"PRIVATE",1920,27,4,3,1,3
97,"PRIVATE",1920,27,4,3,2,3
87,"PRIVATE",1909,27,4,3,1,3
97,"PRIVATE",1909,27,4,3,2,3
78,"PRIVATE",1927,45,4,3,1,3
95,"PRIVATE",1927,45,4,3,2,3
79,"PRIVATE",1928,47,4,3,1,3
96,"PRIVATE",1928,47,4,3,3,3
81,"PRIVATE",1904,32,4,3,1,3
85,"PRIVATE",1904,32,4,3,2,3
79,"PRIVATE",1932,10,3,1,1,3
65,"PRIVATE",1907,11,3,2,2,3
87,"PRIVATE",1907,11,3,1,1,3
94,"PRIVATE",1911,21,4,3,2,3
95,"PRIVATE",1911,21,4,3,1,3
92,"PRIVATE",1950,12,3,3,2,3
92,"PRIVATE",1950,12,3,3,3,3
93,"PRIVATE",1974,204,17,3,2,3
97,"PRIVATE",1974,204,17,3,3,3
90,"PRIVATE",1974,222,19,1,3,3
95,"PRIVATE",1976,223,19,3,3,3
98,"PRIVATE",1976,223,19,3,3,3
90,"SOCIAL HOUSING",1988,77,5,3,3,3
99,"SOCIAL HOUSING",1988,77,5,3,3,3
88,"SOCIAL HOUSING",1996,60,5,3,2,3
97,"TCHC",1981,139,8,3,3,3
92,"PRIVATE",1930,17,3,3,3,3
54,"PRIVATE",1990,15,3,1,1,1
73,"PRIVATE",1990,15,3,1,2,3
89,"PRIVATE",1963,97,7,3,2,3
94,"PRIVATE",1963,97,7,3,2,3
92,"TCHC",1974,283,10,1,2,3
96,"TCHC",1974,283,10,3,3,3
77,"PRIVATE",1947,29,4,1,1,3
99,"PRIVATE",1964,128,13,3,3,3
94,"PRIVATE",1965,117,12,3,2,3
93,"PRIVATE",2019,466,36,3,2,3
88,"PRIVATE",1928,56,4,3,1,3
85,"PRIVATE",1989,81,11,3,2,3
88,"PRIVATE",1961,211,14,3,3,3
89,"PRIVATE",1973,382,38,2,3,3
98,"PRIVATE",1973,382,38,3,3,3
92,"PRIVATE",1963,125,12,3,2,3
79,"PRIVATE",1964,228,13,2,1,3
90,"PRIVATE",1964,228,13,3,2,3
95,"PRIVATE",1964,83,15,3,3,3
96,"PRIVATE",1963,91,11,3,3,3
88,"PRIVATE",1970,224,12,3,2,2
94,"PRIVATE",1970,224,12,3,3,3
99,"PRIVATE",2015,221,16,3,3,3
100,"PRIVATE",2015,221,16,3,3,3
87,"TCHC",1990,207,9,2,2,3
84,"PRIVATE",1967,38,4,3,2,3
86,"PRIVATE",1967,38,4,1,2,3
91,"SOCIAL HOUSING",1977,200,11,3,3,3
89,"PRIVATE",1940,30,3,3,2,3
95,"PRIVATE",1940,30,3,3,2,3
71,"PRIVATE",1967,22,4,3,1,3
70,"PRIVATE",1969,22,3,2,1,2
64,"PRIVATE",1940,15,3,1,3,3
79,"PRIVATE",1914,13,4,1,2,3
91,"PRIVATE",1914,13,4,3,3,3
78,"SOCIAL HOUSING",1984,128,13,1,2,3
98,"SOCIAL HOUSING",1984,128,13,3,3,3
100,"PRIVATE",2022,286,36,3,3,3
99,"PRIVATE",2021,166,16,3,3,3
94,"PRIVATE",1971,334,24,3,3,3
85,"PRIVATE",1959,62,7,3,2,3
87,"PRIVATE",1959,62,7,3,1,3
97,"SOCIAL HOUSING",1972,103,6,3,1,3
77,"PRIVATE",1905,24,4,1,2,3
76,"PRIVATE",1905,24,4,1,1,3
92,"PRIVATE",2007,55,7,3,3,3
92,"PRIVATE",2007,55,7,2,3,3
78,"PRIVATE",1957,57,10,1,1,3
87,"PRIVATE",1965,75,11,3,3,3
91,"PRIVATE",1965,75,11,3,2,3
92,"PRIVATE",1963,157,11,3,1,3
89,"PRIVATE",2009,91,5,3,1,3
79,"PRIVATE",1969,216,23,1,1,3
84,"PRIVATE",1969,216,23,3,1,3
95,"PRIVATE",1967,141,22,3,2,3
80,"PRIVATE",1931,31,4,3,2,3
90,"PRIVATE",1931,31,4,3,1,3
85,"PRIVATE",1935,32,4,2,1,3
89,"PRIVATE",1935,32,4,3,1,3
83,"PRIVATE",1929,24,4,2,2,3
82,"PRIVATE",1929,24,4,2,1,3
83,"PRIVATE",1959,54,6,2,2,3
94,"PRIVATE",1965,54,6,3,2,3
89,"PRIVATE",1928,45,4,3,3,3
93,"PRIVATE",1965,102,18,3,2,3
98,"PRIVATE",1965,102,18,3,3,3
89,"PRIVATE",1928,24,3,3,1,3
89,"PRIVATE",1928,24,3,3,2,3
86,"PRIVATE",1962,34,3,2,2,2
92,"PRIVATE",1962,34,3,3,2,3
95,"PRIVATE",1951,10,3,3,3,3
92,"PRIVATE",1920,35,4,3,3,3
94,"PRIVATE",1982,60,11,3,3,3
76,"PRIVATE",1920,36,4,3,1,3
88,"SOCIAL HOUSING",1992,150,10,3,2,3
97,"SOCIAL HOUSING",1996,29,4,3,2,3
92,"PRIVATE",1968,193,17,3,2,2
95,"PRIVATE",1968,193,17,3,2,3
95,"PRIVATE",1969,229,16,3,3,3
86,"PRIVATE",1977,254,15,2,2,3
80,"PRIVATE",1977,254,15,2,2,3
91,"PRIVATE",1970,160,12,2,2,3
93,"PRIVATE",1970,160,12,3,3,3
92,"PRIVATE",1969,159,12,3,2,3
99,"SOCIAL HOUSING",1995,115,8,3,3,3
78,"PRIVATE",1965,181,15,3,2,3
91,"PRIVATE",1967,295,19,3,1,3
97,"PRIVATE",1967,295,19,3,1,3
70,"PRIVATE",1900,17,4,1,1,3
92,"PRIVATE",1965,152,13,3,2,3
97,"PRIVATE",1965,152,13,3,2,3
88,"PRIVATE",1940,15,4,2,2,3
84,"PRIVATE",1957,68,8,3,2,3
88,"SOCIAL HOUSING",1994,106,6,2,2,3
86,"PRIVATE",1971,38,7,2,2,3
82,"PRIVATE",1935,24,4,3,2,3
96,"TCHC",1962,147,7,3,3,3
78,"PRIVATE",1925,14,3,1,1,3
81,"PRIVATE",1925,15,3,2,2,3
90,"PRIVATE",1925,15,3,3,2,3
95,"PRIVATE",1970,202,16,3,3,3
90,"PRIVATE",1971,34,5,3,2,3
93,"PRIVATE",1971,34,5,3,2,3
94,"PRIVATE",1956,51,5,3,2,3
92,"PRIVATE",1920,21,4,3,2,3
96,"PRIVATE",1956,61,5,3,2,3
87,"PRIVATE",1959,37,4,3,2,3
88,"PRIVATE",1959,37,4,3,2,3
91,"PRIVATE",1955,36,4,3,3,3
86,"PRIVATE",1940,14,3,2,2,3
85,"PRIVATE",1940,14,3,2,1,3
75,"PRIVATE",1940,15,4,3,2,3
75,"PRIVATE",1940,14,3,2,2,3
89,"PRIVATE",1940,14,3,2,3,3
88,"PRIVATE",1940,15,3,2,2,3
78,"PRIVATE",1940,14,3,2,2,3
89,"PRIVATE",1940,14,3,2,2,3
90,"PRIVATE",1918,16,4,3,2,3
91,"PRIVATE",1918,16,4,3,3,3
89,"PRIVATE",1920,15,4,3,2,3
83,"PRIVATE",1930,15,4,2,1,2
89,"PRIVATE",1930,15,4,3,3,3
84,"PRIVATE",1960,49,4,1,2,3
96,"PRIVATE",1960,49,4,3,3,3
74,"PRIVATE",1964,239,15,3,1,3
91,"PRIVATE",1964,239,15,3,2,3
66,"PRIVATE",1945,26,4,2,1,3
90,"PRIVATE",1945,26,4,3,2,3
81,"PRIVATE",1945,26,4,3,2,3
89,"PRIVATE",1956,25,4,3,2,3
92,"PRIVATE",1956,25,4,3,3,3
93,"PRIVATE",1955,99,9,3,2,3
92,"PRIVATE",1955,99,9,3,1,3
92,"PRIVATE",1969,216,28,3,2,3
91,"PRIVATE",1969,245,23,2,2,3
94,"PRIVATE",1969,245,23,3,2,3
87,"PRIVATE",1950,12,3,3,2,3
92,"PRIVATE",1954,21,4,3,2,3
96,"PRIVATE",1954,21,4,3,2,3
93,"PRIVATE",1963,91,9,3,2,3
87,"PRIVATE",1965,104,9,3,3,3
95,"PRIVATE",1965,104,9,3,2,3
96,"PRIVATE",1958,138,8,3,2,3
90,"PRIVATE",1959,87,5,3,2,3
93,"PRIVATE",1959,87,5,3,2,3
88,"PRIVATE",1960,80,7,2,2,3
93,"PRIVATE",1960,80,7,3,3,3
92,"PRIVATE",2017,46,8,3,3,3
86,"PRIVATE",1962,60,5,3,1,3
95,"PRIVATE",1962,60,5,3,1,3
90,"PRIVATE",1939,19,3,3,2,3
94,"PRIVATE",1939,19,3,3,2,3
83,"PRIVATE",1939,19,3,3,2,3
88,"PRIVATE",1960,72,9,3,1,3
96,"PRIVATE",1952,56,6,3,2,3
92,"TCHC",1974,57,7,3,3,3
82,"PRIVATE",1962,41,5,3,2,3
98,"PRIVATE",1962,41,5,3,3,3
83,"PRIVATE",1965,122,12,2,2,3
96,"PRIVATE",1965,122,12,3,1,3
86,"PRIVATE",1959,20,5,2,2,3
86,"PRIVATE",1959,20,5,2,2,3
90,"PRIVATE",1973,206,15,3,1,3
81,"PRIVATE",1967,185,20,3,2,3
97,"PRIVATE",1967,185,20,3,3,3
89,"PRIVATE",1970,307,27,3,3,3
42,"PRIVATE",1960,36,4,1,1,1
66,"PRIVATE",1960,36,4,1,1,3
94,"SOCIAL HOUSING",1983,127,5,3,2,3
73,"PRIVATE",1960,31,4,2,2,3
83,"PRIVATE",1960,31,4,2,2,2
95,"PRIVATE",1955,34,4,3,3,3
96,"PRIVATE",1955,34,4,3,3,3
74,"PRIVATE",1959,113,10,2,2,3
92,"PRIVATE",1965,149,13,2,3,3
94,"PRIVATE",1965,118,10,3,2,3
95,"PRIVATE",1965,118,10,3,2,3
98,"PRIVATE",1960,59,6,3,2,3
97,"PRIVATE",1960,59,6,3,2,3
65,"PRIVATE",1955,58,6,2,1,3
83,"PRIVATE",1955,58,6,3,2,3
85,"PRIVATE",1960,110,7,2,2,3
95,"PRIVATE",1960,110,7,3,2,3
91,"PRIVATE",1967,315,18,3,2,3
93,"PRIVATE",1967,315,18,3,2,3
91,"PRIVATE",1950,12,3,3,3,3
86,"PRIVATE",1966,31,4,3,2,3
79,"PRIVATE",1965,24,4,2,2,3
100,"PRIVATE",1965,24,4,3,3,3
88,"PRIVATE",1984,364,23,1,2,3
90,"PRIVATE",1980,318,23,2,3,3
95,"PRIVATE",2011,236,22,3,3,3
80,"PRIVATE",1972,126,11,1,1,3
82,"PRIVATE",1968,142,12,3,2,3
92,"PRIVATE",1960,92,12,3,3,3
93,"PRIVATE",1960,92,12,3,1,3
93,"PRIVATE",1971,88,12,3,3,3
95,"PRIVATE",1971,88,12,3,1,3
78,"PRIVATE",1970,136,7,2,2,3
86,"PRIVATE",1972,136,7,3,3,3
84,"PRIVATE",1962,70,4,3,2,3
79,"PRIVATE",1940,15,3,2,1,3
81,"PRIVATE",1950,11,3,2,2,3
88,"PRIVATE",1950,10,3,2,3,3
89,"PRIVATE",1960,18,3,3,2,3
93,"PRIVATE",1960,18,3,3,3,3
89,"PRIVATE",1967,201,17,3,1,3
91,"PRIVATE",1967,201,17,3,2,3
92,"PRIVATE",1967,201,17,3,2,3
96,"PRIVATE",1968,118,10,3,3,3
96,"PRIVATE",1968,118,10,3,3,3
57,"PRIVATE",1960,18,4,2,1,3
91,"PRIVATE",1968,53,5,1,2,3
93,"PRIVATE",1968,53,5,2,2,3
89,"SOCIAL HOUSING",1992,133,9,3,2,3
97,"SOCIAL HOUSING",1992,133,9,3,3,3
91,"PRIVATE",1967,174,13,2,2,3
92,"PRIVATE",1967,174,13,3,3,3
83,"SOCIAL HOUSING",1985,39,3,2,2,3
86,"SOCIAL HOUSING",1985,39,3,3,3,3
85,"SOCIAL HOUSING",1985,41,3,2,2,3
93,"SOCIAL HOUSING",1985,41,3,3,3,3
87,"TCHC",1972,419,20,2,2,3
92,"PRIVATE",1965,81,11,3,3,3
84,"PRIVATE",1956,45,4,3,3,3
81,"PRIVATE",1953,42,4,2,2,3
80,"PRIVATE",1956,22,4,3,2,3
94,"SOCIAL HOUSING",1988,125,9,3,3,3
99,"SOCIAL HOUSING",1988,125,9,3,3,3
90,"PRIVATE",1953,52,6,3,2,3
93,"PRIVATE",1953,52,6,3,2,3
96,"PRIVATE",1965,64,9,3,2,3
65,"PRIVATE",1960,56,9,1,1,3
93,"PRIVATE",1960,39,7,3,2,3
92,"PRIVATE",1960,39,7,3,2,3
80,"PRIVATE",1965,26,3,3,1,3
84,"PRIVATE",1965,26,3,3,2,3
80,"PRIVATE",1959,39,7,1,2,3
90,"PRIVATE",1959,39,7,3,2,3
87,"PRIVATE",1955,36,7,3,2,3
95,"PRIVATE",1955,36,7,3,2,3
87,"TCHC",1974,253,17,2,2,3
96,"PRIVATE",1960,62,5,3,2,3
97,"PRIVATE",1960,62,5,3,3,3
84,"PRIVATE",1974,31,5,3,2,3
97,"PRIVATE",1972,110,9,3,3,3
97,"PRIVATE",1972,110,9,3,3,3
71,"PRIVATE",1969,72,7,2,1,3
90,"PRIVATE",1969,72,7,3,2,3
90,"PRIVATE",1960,71,7,3,3,3
96,"PRIVATE",2005,89,7,3,2,3
98,"PRIVATE",2005,89,7,3,3,3
94,"PRIVATE",1960,11,3,3,2,2
90,"PRIVATE",1955,11,3,3,2,3
97,"PRIVATE",1960,12,3,3,3,3
99,"PRIVATE",1960,12,3,3,3,3
87,"PRIVATE",1960,12,3,3,3,3
79,"PRIVATE",1960,12,3,3,2,3
80,"PRIVATE",1960,12,3,2,3,3
93,"PRIVATE",1960,12,3,3,3,3
80,"PRIVATE",1960,12,3,2,2,3
83,"PRIVATE",1940,12,3,2,1,3
79,"PRIVATE",1950,31,4,2,2,2
85,"PRIVATE",1950,31,4,3,2,3
80,"PRIVATE",1960,12,3,2,2,3
81,"PRIVATE",1960,12,3,2,2,3
80,"PRIVATE",1956,15,4,2,2,3
92,"PRIVATE",1956,15,4,3,3,3
89,"PRIVATE",1956,16,4,3,3,3
93,"PRIVATE",1956,16,4,3,3,3
90,"PRIVATE",1952,16,3,3,2,3
95,"PRIVATE",1952,16,3,3,2,3
89,"PRIVATE",1952,16,3,2,3,3
90,"PRIVATE",1952,16,3,3,2,3
92,"PRIVATE",1952,16,3,3,2,3
91,"PRIVATE",1968,30,4,3,2,3
93,"PRIVATE",1968,30,4,3,2,3
88,"TCHC",1970,94,8,2,2,3
94,"TCHC",1970,94,8,2,3,3
89,"TCHC",1968,97,9,3,2,3
96,"TCHC",1968,97,9,3,2,3
99,"PRIVATE",1973,266,21,3,3,3
98,"PRIVATE",1973,266,21,3,3,3
87,"PRIVATE",1970,483,30,3,3,3
92,"PRIVATE",1970,483,30,2,2,3
99,"PRIVATE",2017,179,14,3,3,3
100,"PRIVATE",2017,179,14,3,3,3
96,"PRIVATE",1970,371,24,3,1,3
94,"PRIVATE",1970,313,20,3,2,3
92,"PRIVATE",1969,401,25,3,3,3
80,"PRIVATE",1965,18,3,3,1,3
75,"SOCIAL HOUSING",1994,14,4,2,2,3
88,"PRIVATE",1970,246,14,3,3,3
93,"PRIVATE",1970,246,14,2,2,3
77,"SOCIAL HOUSING",1970,49,5,1,2,3
40,"PRIVATE",1966,332,14,1,1,3
94,"PRIVATE",1958,67,4,3,3,3
96,"PRIVATE",1958,67,4,3,2,3
75,"PRIVATE",1959,66,4,2,1,3
64,"PRIVATE",1960,62,4,2,1,3
83,"PRIVATE",1960,62,4,2,2,3
83,"PRIVATE",1950,34,4,3,2,3
66,"PRIVATE",1953,46,4,1,1,3
91,"PRIVATE",1959,43,4,3,2,3
94,"PRIVATE",1959,43,4,3,3,3
59,"PRIVATE",1959,84,6,1,1,2
69,"PRIVATE",1959,84,6,1,1,3
89,"PRIVATE",1959,60,6,2,2,3
83,"PRIVATE",1950,17,3,2,3,3
86,"PRIVATE",1928,31,3,3,1,3
90,"PRIVATE",1960,52,4,3,1,3
94,"PRIVATE",1960,52,4,3,2,3
82,"PRIVATE",1962,29,3,3,1,3
95,"PRIVATE",1962,29,3,3,2,3
83,"SOCIAL HOUSING",2011,250,17,2,2,3
87,"SOCIAL HOUSING",2011,250,17,2,3,3
85,"PRIVATE",1970,223,5,2,2,3
86,"PRIVATE",1970,223,5,2,3,3
99,"PRIVATE",1966,391,17,3,3,3
97,"PRIVATE",1966,107,6,3,2,3
97,"PRIVATE",1966,107,6,3,3,3
90,"PRIVATE",1967,65,5,3,2,3
95,"PRIVATE",1967,65,5,3,2,3
91,"PRIVATE",1976,32,4,3,2,3
88,"PRIVATE",1976,27,4,3,2,3
98,"SOCIAL HOUSING",1994,145,8,3,3,3
92,"TCHC",1969,180,16,2,3,3
96,"TCHC",1969,180,16,3,3,3
92,"SOCIAL HOUSING",1976,126,12,3,3,3
91,"PRIVATE",1960,12,3,3,2,3
86,"SOCIAL HOUSING",1982,18,3,3,2,3
94,"SOCIAL HOUSING",1982,18,3,3,3,3
86,"PRIVATE",1957,66,4,3,3,3
85,"PRIVATE",1957,59,4,3,1,3
89,"PRIVATE",1957,59,4,3,3,3
85,"PRIVATE",1950,61,3,3,2,3
73,"PRIVATE",1931,12,3,3,1,3
83,"PRIVATE",1957,12,3,3,2,3
75,"PRIVATE",1919,18,4,1,1,3
94,"PRIVATE",1929,24,4,3,1,3
81,"PRIVATE",1956,24,4,2,2,2
95,"PRIVATE",1956,24,4,3,3,3
97,"PRIVATE",1927,50,4,3,3,3
78,"PRIVATE",1960,34,3,1,2,3
92,"PRIVATE",1960,34,3,3,3,3
76,"PRIVATE",1918,47,6,3,2,3
80,"PRIVATE",1918,47,6,3,1,3
93,"PRIVATE",1947,24,4,3,3,3
100,"PRIVATE",2024,95,12,1,3,3
